kodVVyk;nazovVVyk;skVVyk
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-14
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-14
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-14
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-14
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-14
5t64x;Spondylodéza, ostatné;S55-14
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-14
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-14
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-14
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-14
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-14
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-14
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-14
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-14
5t63x;Kostná náhrada na chrbtici, ostatné;S55-14
5t699.1;Vertebroplastika, 1 stavec;S55-14
5t699.2;Vertebroplastika, 2 stavce;S55-14
5t699.3;Vertebroplastika, 3 stavce;S55-14
5t699.4;Vertebroplastika, 4 a viac stavcov;S55-14
5t69a.1;Kyfoplastika, 1 stavec;S55-14
5t69a.2;Kyfoplastika, 2 stavce;S55-14
5t69a.3;Kyfoplastika, 3 stavce;S55-14
5t69a.4;Kyfoplastika, 4 a viac stavcov;S55-14
5t660.1;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-14
5t660.2;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-14
5t660.3;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-14
5t660.4;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-14
5t661.1;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-14
5t661.2;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-14
5t661.3;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-14
5t661.4;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-14
5t663.1;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-14
5t663.2;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-14
5t663.3;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-14
5t663.4;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-14
5t664.1;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S55-14
5t664.2;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-14
5t664.3;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-14
5t664.4;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-14
5t665.1;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S55-14
5t665.2;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S55-14
5t665.3;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S55-14
5t665.4;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S55-14
5t668.1;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S55-14
5t668.2;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S55-14
5t668.3;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S55-14
5t668.4;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S55-14
5t66x.1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S55-14
5t66x.2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S55-14
5t66x.3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S55-14
5t66x.4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S55-14
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-14
5t69x.1;Iné operácie na chrbtici, HALO fixácia;S55-14
5t695;Revízia po operácii chrbtice;S55-14
5a902.01;Dorzálny prístup ku krčnej chrbtici, 1 segment;S55-14
5a902.02;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;S55-14
5a902.x;Iný prístup ku krčnej chrbtici;S55-14
5t666.1;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S55-14
5t666.2;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S55-14
5t666.3;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S55-14
5t666.4;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S55-14
5a902.03;Dorzálny prístup ku krčnej chrbtici, viac ako 2 segmenty;S55-14
5a902.11;Ventrálny prístup ku krčnej chrbtici, 1 segment;S55-14
5a902.12;Ventrálny prístup ku krčnej chrbtici, 2 segmenty;S55-14
5a902.13;Ventrálny prístup ku krčnej chrbtici, viac ako 2 segmenty;S55-14
5t667.1;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment;S55-15
5t667.2;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty;S55-15
5t667.3;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty;S55-15
5t667.4;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov;S55-15
5t641.1;Dorzálna spondylodéza, 1 segment;S55-15
5t641.2;Dorzálna spondylodéza, 2 segmenty;S55-15
5t641.3;Dorzálna spondylodéza, 3 segmenty;S55-15
5t641.4;Dorzálna spondylodéza, 4 segmenty;S55-15
5t641.5;Dorzálna spondylodéza, 5 segmentov;S55-15
5t641.6;Dorzálna spondylodéza, 6 a viac segmentov;S55-15
5t642.1;Ventrálna spondylodéza, 1 segment;S55-15
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-15
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-15
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-15
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-15
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-15
5t64x;Spondylodéza, ostatné;S55-15
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-15
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-15
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-15
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-15
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-15
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-15
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-15
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-15
5t63x;Kostná náhrada na chrbtici, ostatné;S55-15
5t699.1;Vertebroplastika, 1 stavec;S55-15
5t699.2;Vertebroplastika, 2 stavce;S55-15
5t699.3;Vertebroplastika, 3 stavce;S55-15
5t699.4;Vertebroplastika, 4 a viac stavcov;S55-15
5t69a.1;Kyfoplastika, 1 stavec;S55-15
5t69a.2;Kyfoplastika, 2 stavce;S55-15
5t69a.3;Kyfoplastika, 3 stavce;S55-15
5t69a.4;Kyfoplastika, 4 a viac stavcov;S55-15
5t660.1;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-15
5t660.2;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-15
5t660.3;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-15
5t660.4;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-15
5t661.1;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-15
5t661.2;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-15
5t661.3;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-15
5t661.4;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-15
5t663.1;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-15
5t663.2;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-15
5t663.3;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-15
5t663.4;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-15
5t664.1;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S55-15
5t664.2;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-15
5t664.3;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-15
5t664.4;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-15
5t665.1;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S55-15
5t665.2;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S55-15
5t665.3;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S55-15
5t665.4;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S55-15
5t668.1;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S55-15
5t668.2;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S55-15
5t668.3;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S55-15
5t668.4;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S55-15
5t66x.1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S55-15
5t66x.2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S55-15
5t66x.3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S55-15
5t66x.4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S55-15
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-15
5t695;Revízia po operácii chrbtice;S55-15
5t666.1;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S55-15
5t666.2;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S55-15
5t666.3;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S55-15
5t666.4;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S55-15
5t69x.1;Iné operácie na chrbtici, HALO fixácia;S55-15
5a903.01;Dorzálny prístup k hrudnej chrbtici, 1 segment;S55-15
5a903.02;Dorzálny prístup k hrudnej chrbtici, 2 segmenty;S55-15
5a903.03;Dorzálny prístup k hrudnej chrbtici, viac ako 2 segmenty;S55-15
5a903.11;Laminotómia hrudnej chrbtice, 1 segment;S55-15
5a903.12;Laminotómia hrudnej chrbtice, 2 segmenty;S55-15
5a903.13;Laminotómia hrudnej chrbtice, viac ako 2 segmenty;S55-15
5a903.21;Hemilaminektómia hrudnej chrbtice, 1 segment;S55-15
5a903.22;Hemilaminektómia hrudnej chrbtice, 2 segmenty;S55-15
5a903.23;Hemilaminektómia hrudnej chrbtice, viac ako 2 segmenty;S55-15
5a903.31;Laminektómia hrudnej chrbtice, 1 segment;S55-15
5a903.32;Laminektómia hrudnej chrbtice, 2 segmenty;S55-15
5a903.33;Laminektómia hrudnej chrbtice, viac ako 2 segmenty;S55-15
5a903.x;Iný prístup k hrudnej chrbtici;S55-15
5t667.1;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment;S55-16
5t667.2;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty;S55-16
5t667.3;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty;S55-16
5t667.4;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov;S55-16
5t641.1;Dorzálna spondylodéza, 1 segment;S55-16
5t641.2;Dorzálna spondylodéza, 2 segmenty;S55-16
5t641.3;Dorzálna spondylodéza, 3 segmenty;S55-16
5t641.4;Dorzálna spondylodéza, 4 segmenty;S55-16
5t641.5;Dorzálna spondylodéza, 5 segmentov;S55-16
5t641.6;Dorzálna spondylodéza, 6 a viac segmentov;S55-16
5t642.1;Ventrálna spondylodéza, 1 segment;S55-16
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-16
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-16
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-16
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-16
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-16
5t64x;Spondylodéza, ostatné;S55-16
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-16
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-16
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-16
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-16
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-16
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-16
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-16
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-16
5t63x;Kostná náhrada na chrbtici, ostatné;S55-16
5t699.1;Vertebroplastika, 1 stavec;S55-16
5t699.2;Vertebroplastika, 2 stavce;S55-16
5t699.3;Vertebroplastika, 3 stavce;S55-16
5t699.4;Vertebroplastika, 4 a viac stavcov;S55-16
5t69a.1;Kyfoplastika, 1 stavec;S55-16
5t69a.2;Kyfoplastika, 2 stavce;S55-16
5t69a.3;Kyfoplastika, 3 stavce;S55-16
5t69a.4;Kyfoplastika, 4 a viac stavcov;S55-16
5t660.1;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-16
5t660.2;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-16
5t660.3;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-16
5t660.4;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-16
5t661.1;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-16
5t661.2;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-16
5t661.3;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-16
5t661.4;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-16
5t663.1;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-16
5t663.2;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-16
5t663.3;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-16
5t663.4;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-16
5t664.1;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S55-16
5t664.2;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-16
5t664.3;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-16
5t664.4;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-16
5t665.1;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S55-16
5t665.2;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S55-16
5t665.3;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S55-16
5t665.4;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S55-16
5t668.1;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S55-16
5t668.2;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S55-16
5t668.3;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S55-16
5t668.4;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S55-16
5t66x.1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S55-16
5t66x.2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S55-16
5t66x.3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S55-16
5t66x.4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S55-16
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-16
5t695;Revízia po operácii chrbtice;S55-16
5t666.1;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S55-16
5t666.2;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S55-16
5t666.3;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S55-16
5t666.4;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S55-16
5a903.01;Dorzálny prístup k hrudnej chrbtici, 1 segment;S55-16
5a903.02;Dorzálny prístup k hrudnej chrbtici, 2 segmenty;S55-16
5a903.03;Dorzálny prístup k hrudnej chrbtici, viac ako 2 segmenty;S55-16
5a903.x;Iný prístup k hrudnej chrbtici;S55-16
5a904.01;Dorzálny prístup k bedrovej chrbtici, 1 segment;S55-16
5a904.02;Dorzálny prístup k bedrovej chrbtici, 2 segmenty;S55-16
5a904.03;Dorzálny prístup k bedrovej chrbtici, viac ako 2 segmenty;S55-16
5a904.7;Kombinácia pararektal-retroperitoneálneho prístupu;S55-16
5a904.8;Kombinácia torako-retroperitoneálne-retroperitoneálneho prístupu;S55-16
5a904.9;Transapikálny prístup podľa Judet;S55-16
5a904.x;Iný prístup k bedrovej chrbtici;S55-16
5a904.51;Transperitoneálny prístup k bedrovej chrbtici;S55-16
5a904.52;Dorzolaterálny prístup k bedrovej chrbtici;S55-16
5a904.53;Retroperitoneálny prístup k bedrovej chrbtici;S55-16
5a903.11;Laminotómia hrudnej chrbtice, 1 segment;S55-16
5a903.12;Laminotómia hrudnej chrbtice, 2 segmenty;S55-16
5a903.13;Laminotómia hrudnej chrbtice, viac ako 2 segmenty;S55-16
5a903.21;Hemilaminektómia hrudnej chrbtice, 1 segment;S55-16
5a903.22;Hemilaminektómia hrudnej chrbtice, 2 segmenty;S55-16
5a903.23;Hemilaminektómia hrudnej chrbtice, viac ako 2 segmenty;S55-16
5a903.31;Laminektómia hrudnej chrbtice, 1 segment;S55-16
5a903.32;Laminektómia hrudnej chrbtice, 2 segmenty;S55-16
5a903.33;Laminektómia hrudnej chrbtice, viac ako 2 segmenty;S55-16
5a904.11;Laminotómia bedrovej chrbtice, 1 segment;S55-16
5a904.12;Laminotómia bedrovej chrbtice, 2 segmenty;S55-16
5a904.13;Laminotómia bedrovej chrbtice, viac ako 2 segmenty;S55-16
5a904.21;Hemilaminektómia bedrovej chrbtice, 1 segment;S55-16
5a904.22;Hemilaminektómia bedrovej chrbtice, 2 segmenty;S55-16
5a904.23;Hemilaminektómia bedrovej chrbtice, viac ako 2 segmenty;S55-16
5a904.31;Laminektómia bedrovej chrbtice, 1 segment;S55-16
5a904.32;Laminektómia bedrovej chrbtice, 2 segmenty;S55-16
5a904.33;Laminektómia bedrovej chrbtice, viac ako 2 segmenty;S55-16
5a904.41;Flavektómia bedrovej chrbtice, 1 segment;S55-16
5a904.42;Flavektómia bedrovej chrbtice, 2 segmenty;S55-16
5a904.43;Flavektómia bedrovej chrbtice, viac ako 2 segmenty;S55-16
5a904.61;Dorzálny prístup k Os sacrum a k Os coccygis;S55-16
5a904.62;Ventrálny prístup k Os sacrum a Os coccygis;S55-16
5t667.1;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment;S55-17
5t667.2;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty;S55-17
5t667.3;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty;S55-17
5t667.4;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov;S55-17
5t641.1;Dorzálna spondylodéza, 1 segment;S55-17
5t641.2;Dorzálna spondylodéza, 2 segmenty;S55-17
5t641.3;Dorzálna spondylodéza, 3 segmenty;S55-17
5t641.4;Dorzálna spondylodéza, 4 segmenty;S55-17
5t641.5;Dorzálna spondylodéza, 5 segmentov;S55-17
5t641.6;Dorzálna spondylodéza, 6 a viac segmentov;S55-17
5t642.1;Ventrálna spondylodéza, 1 segment;S55-17
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-17
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-17
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-17
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-17
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-17
5t64x;Spondylodéza, ostatné;S55-17
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-17
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-17
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-17
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-17
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-17
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-17
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-17
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-17
5t63x;Kostná náhrada na chrbtici, ostatné;S55-17
5t699.1;Vertebroplastika, 1 stavec;S55-17
5t699.2;Vertebroplastika, 2 stavce;S55-17
5t699.3;Vertebroplastika, 3 stavce;S55-17
5t699.4;Vertebroplastika, 4 a viac stavcov;S55-17
5t69a.1;Kyfoplastika, 1 stavec;S55-17
5t69a.2;Kyfoplastika, 2 stavce;S55-17
5t69a.3;Kyfoplastika, 3 stavce;S55-17
5t69a.4;Kyfoplastika, 4 a viac stavcov;S55-17
5t660.1;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-17
5t660.2;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-17
5t660.3;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-17
5t660.4;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-17
5t661.1;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-17
5t661.2;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-17
5t661.3;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-17
5t661.4;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-17
5t663.1;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-17
5t663.2;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-17
5t663.3;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-17
5t663.4;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-17
5t664.1;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S55-17
5t664.2;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-17
5t664.3;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-17
5t664.4;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-17
5t665.1;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S55-17
5t665.2;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S55-17
5t665.3;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S55-17
5t665.4;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S55-17
5t668.1;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S55-17
5t668.2;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S55-17
