kriterium;poradieKriterium;typKriterium;kod;nazov;pocetKriterium
So signifikantným OP výkonom;1;vyk;5o31cx;;1
So signifikantným OP výkonom;1;vyk;5o31d0;;1
So signifikantným OP výkonom;1;vyk;5o31d4;;1
So signifikantným OP výkonom;1;vyk;5o31dx;;1
So signifikantným OP výkonom;1;vyk;5o31x0;;1
So signifikantným OP výkonom;1;vyk;5o31x4;;1
So signifikantným OP výkonom;1;vyk;5o31xx;;1
So signifikantným OP výkonom;1;vyk;5o3200;;1
So signifikantným OP výkonom;1;vyk;5o3204;;1
So signifikantným OP výkonom;1;vyk;5o320x;;1
So signifikantným OP výkonom;1;vyk;5o3210;;1
So signifikantným OP výkonom;1;vyk;5o3214;;1
So signifikantným OP výkonom;1;vyk;5o321x;;1
So signifikantným OP výkonom;1;vyk;5o3220;;1
So signifikantným OP výkonom;1;vyk;5o3224;;1
So signifikantným OP výkonom;1;vyk;5o322x;;1
So signifikantným OP výkonom;1;vyk;5o3230;;1
So signifikantným OP výkonom;1;vyk;5o3234;;1
So signifikantným OP výkonom;1;vyk;5o323x;;1
So signifikantným OP výkonom;1;vyk;5o3240;;1
So signifikantným OP výkonom;1;vyk;5o3244;;1
So signifikantným OP výkonom;1;vyk;5o324x;;1
So signifikantným OP výkonom;1;vyk;5o3250;;1
So signifikantným OP výkonom;1;vyk;5o3254;;1
So signifikantným OP výkonom;1;vyk;5o325x;;1
So signifikantným OP výkonom;1;vyk;5o3260;;1
So signifikantným OP výkonom;1;vyk;5o3264;;1
So signifikantným OP výkonom;1;vyk;5o326x;;1
So signifikantným OP výkonom;1;vyk;5o3270;;1
So signifikantným OP výkonom;1;vyk;5o3274;;1
So signifikantným OP výkonom;1;vyk;5o327x;;1
So signifikantným OP výkonom;1;vyk;5o32x0;;1
So signifikantným OP výkonom;1;vyk;5o32x4;;1
So signifikantným OP výkonom;1;vyk;5o32xx;;1
So signifikantným OP výkonom;1;vyk;5o3300;;1
So signifikantným OP výkonom;1;vyk;5o3304;;1
So signifikantným OP výkonom;1;vyk;5o330x;;1
So signifikantným OP výkonom;1;vyk;5o3310;;1
So signifikantným OP výkonom;1;vyk;5o3314;;1
So signifikantným OP výkonom;1;vyk;5o331x;;1
So signifikantným OP výkonom;1;vyk;5o3320;;1
So signifikantným OP výkonom;1;vyk;5o3324;;1
So signifikantným OP výkonom;1;vyk;5o332x;;1
So signifikantným OP výkonom;1;vyk;5o3330;;1
So signifikantným OP výkonom;1;vyk;5o3334;;1
So signifikantným OP výkonom;1;vyk;5o333x;;1
So signifikantným OP výkonom;1;vyk;5o334;;1
So signifikantným OP výkonom;1;vyk;5o3350;;1
So signifikantným OP výkonom;1;vyk;5o3354;;1
So signifikantným OP výkonom;1;vyk;5o335x;;1
So signifikantným OP výkonom;1;vyk;5o33x0;;1
So signifikantným OP výkonom;1;vyk;5o33x4;;1
So signifikantným OP výkonom;1;vyk;5o33xx;;1
So signifikantným OP výkonom;1;vyk;5o340;;1
So signifikantným OP výkonom;1;vyk;5o341;;1
So signifikantným OP výkonom;1;vyk;5o342;;1
So signifikantným OP výkonom;1;vyk;5o343;;1
So signifikantným OP výkonom;1;vyk;5o344;;1
So signifikantným OP výkonom;1;vyk;5o3450;;1
So signifikantným OP výkonom;1;vyk;5o3451;;1
So signifikantným OP výkonom;1;vyk;5o3452;;1
So signifikantným OP výkonom;1;vyk;5o346;;1
So signifikantným OP výkonom;1;vyk;5o34x;;1
So signifikantným OP výkonom;1;vyk;5o353;;1
So signifikantným OP výkonom;1;vyk;5o354;;1
So signifikantným OP výkonom;1;vyk;5o355;;1
So signifikantným OP výkonom;1;vyk;5o356;;1
So signifikantným OP výkonom;1;vyk;5o357;;1
So signifikantným OP výkonom;1;vyk;5o360;;1
So signifikantným OP výkonom;1;vyk;5o3610;;1
So signifikantným OP výkonom;1;vyk;5o3620;;1
So signifikantným OP výkonom;1;vyk;5o3621;;1
So signifikantným OP výkonom;1;vyk;5o363;;1
So signifikantným OP výkonom;1;vyk;5o364;;1
So signifikantným OP výkonom;1;vyk;5o3700;;1
So signifikantným OP výkonom;1;vyk;5o3704;;1
So signifikantným OP výkonom;1;vyk;5o3710;;1
So signifikantným OP výkonom;1;vyk;5o3714;;1
So signifikantným OP výkonom;1;vyk;5o372;;1
So signifikantným OP výkonom;1;vyk;5o37x;;1
So signifikantným OP výkonom;1;vyk;5o390;;1
So signifikantným OP výkonom;1;vyk;5o3910;;1
So signifikantným OP výkonom;1;vyk;5o3914;;1
So signifikantným OP výkonom;1;vyk;5o3920;;1
So signifikantným OP výkonom;1;vyk;5o3924;;1
So signifikantným OP výkonom;1;vyk;5o3930;;1
So signifikantným OP výkonom;1;vyk;5o3934;;1
So signifikantným OP výkonom;1;vyk;5o3940;;1
So signifikantným OP výkonom;1;vyk;5o3941;;1
So signifikantným OP výkonom;1;vyk;5o3943;;1
So signifikantným OP výkonom;1;vyk;5o3944;;1
So signifikantným OP výkonom;1;vyk;5o394t;;1
So signifikantným OP výkonom;1;vyk;5o394x;;1
So signifikantným OP výkonom;1;vyk;5o3950;;1
So signifikantným OP výkonom;1;vyk;5o3951;;1
So signifikantným OP výkonom;1;vyk;5o3953;;1
So signifikantným OP výkonom;1;vyk;5o3954;;1
So signifikantným OP výkonom;1;vyk;5o395t;;1
So signifikantným OP výkonom;1;vyk;5o395x;;1
So signifikantným OP výkonom;1;vyk;5o3960;;1
So signifikantným OP výkonom;1;vyk;5o3964;;1
So signifikantným OP výkonom;1;vyk;5o3970;;1
So signifikantným OP výkonom;1;vyk;5o3973;;1
So signifikantným OP výkonom;1;vyk;5o3974;;1
So signifikantným OP výkonom;1;vyk;5o397t;;1
So signifikantným OP výkonom;1;vyk;5o3980;;1
So signifikantným OP výkonom;1;vyk;5o3984;;1
So signifikantným OP výkonom;1;vyk;5o39x0;;1
So signifikantným OP výkonom;1;vyk;5o39x4;;1
So signifikantným OP výkonom;1;vyk;5o400;;1
So signifikantným OP výkonom;1;vyk;5o401;;1
So signifikantným OP výkonom;1;vyk;5o402;;1
So signifikantným OP výkonom;1;vyk;5o404;;1
So signifikantným OP výkonom;1;vyk;5o405;;1
So signifikantným OP výkonom;1;vyk;5o406;;1
So signifikantným OP výkonom;1;vyk;5o407;;1
So signifikantným OP výkonom;1;vyk;5o4081;;1
So signifikantným OP výkonom;1;vyk;5o4082;;1
So signifikantným OP výkonom;1;vyk;5o408x;;1
So signifikantným OP výkonom;1;vyk;5o4091;;1
So signifikantným OP výkonom;1;vyk;5o409x;;1
So signifikantným OP výkonom;1;vyk;5o40a1;;1
So signifikantným OP výkonom;1;vyk;5o40a2;;1
So signifikantným OP výkonom;1;vyk;5o40a3;;1
So signifikantným OP výkonom;1;vyk;5o40a4;;1
So signifikantným OP výkonom;1;vyk;5o40a5;;1
So signifikantným OP výkonom;1;vyk;5o40ax;;1
So signifikantným OP výkonom;1;vyk;5o40b1;;1
So signifikantným OP výkonom;1;vyk;5o40b2;;1
So signifikantným OP výkonom;1;vyk;5o40b3;;1
So signifikantným OP výkonom;1;vyk;5o40b4;;1
So signifikantným OP výkonom;1;vyk;5o40b5;;1
So signifikantným OP výkonom;1;vyk;5o40b6;;1
So signifikantným OP výkonom;1;vyk;5o40bx;;1
So signifikantným OP výkonom;1;vyk;5o40c;;1
So signifikantným OP výkonom;1;vyk;5o40d;;1
So signifikantným OP výkonom;1;vyk;5o40x;;1
So signifikantným OP výkonom;1;vyk;5o4110;;1
So signifikantným OP výkonom;1;vyk;5o4111;;1
So signifikantným OP výkonom;1;vyk;5o4112;;1
So signifikantným OP výkonom;1;vyk;5o4120;;1
So signifikantným OP výkonom;1;vyk;5o4121;;1
So signifikantným OP výkonom;1;vyk;5o413;;1
So signifikantným OP výkonom;1;vyk;5o414;;1
So signifikantným OP výkonom;1;vyk;5o41c;;1
So signifikantným OP výkonom;1;vyk;5o41d;;1
So signifikantným OP výkonom;1;vyk;5o41x;;1
So signifikantným OP výkonom;1;vyk;5o421;;1
So signifikantným OP výkonom;1;vyk;5o4222;;1
So signifikantným OP výkonom;1;vyk;5o422t;;1
So signifikantným OP výkonom;1;vyk;5o4300;;1
So signifikantným OP výkonom;1;vyk;5o4301;;1
So signifikantným OP výkonom;1;vyk;5o4302;;1
So signifikantným OP výkonom;1;vyk;5o431;;1
So signifikantným OP výkonom;1;vyk;5o432;;1
So signifikantným OP výkonom;1;vyk;5o43x;;1
So signifikantným OP výkonom;1;vyk;5o440;;1
So signifikantným OP výkonom;1;vyk;5o441;;1
So signifikantným OP výkonom;1;vyk;5o442;;1
So signifikantným OP výkonom;1;vyk;5o443;;1
So signifikantným OP výkonom;1;vyk;5o44x;;1
So signifikantným OP výkonom;1;vyk;5o451;;1
So signifikantným OP výkonom;1;vyk;5o452;;1
So signifikantným OP výkonom;1;vyk;5o45x;;1
So signifikantným OP výkonom;1;vyk;5o490;;1
So signifikantným OP výkonom;1;vyk;5o491;;1
So signifikantným OP výkonom;1;vyk;5o492;;1
So signifikantným OP výkonom;1;vyk;5o493;;1
So signifikantným OP výkonom;1;vyk;5o496;;1
So signifikantným OP výkonom;1;vyk;5o497;;1
So signifikantným OP výkonom;1;vyk;5o498;;1
So signifikantným OP výkonom;1;vyk;5o49b;;1
So signifikantným OP výkonom;1;vyk;5o49c;;1
So signifikantným OP výkonom;1;vyk;5o9001;;1
So signifikantným OP výkonom;1;vyk;5o9002;;1
So signifikantným OP výkonom;1;vyk;5o9004;;1
So signifikantným OP výkonom;1;vyk;5o9011;;1
So signifikantným OP výkonom;1;vyk;5o9012;;1
So signifikantným OP výkonom;1;vyk;5o9014;;1
So signifikantným OP výkonom;1;vyk;5o9021;;1
So signifikantným OP výkonom;1;vyk;5o9022;;1
So signifikantným OP výkonom;1;vyk;5o9024;;1
So signifikantným OP výkonom;1;vyk;5o9031;;1
So signifikantným OP výkonom;1;vyk;5o9032;;1
So signifikantným OP výkonom;1;vyk;5o9034;;1
So signifikantným OP výkonom;1;vyk;5o9051;;1
So signifikantným OP výkonom;1;vyk;5o9052;;1
So signifikantným OP výkonom;1;vyk;5o9054;;1
So signifikantným OP výkonom;1;vyk;5o9061;;1
So signifikantným OP výkonom;1;vyk;5o9062;;1
So signifikantným OP výkonom;1;vyk;5o9064;;1
So signifikantným OP výkonom;1;vyk;5o90650;;1
So signifikantným OP výkonom;1;vyk;5o90651;;1
So signifikantným OP výkonom;1;vyk;5o9071;;1
So signifikantným OP výkonom;1;vyk;5o9072;;1
So signifikantným OP výkonom;1;vyk;5o9074;;1
So signifikantným OP výkonom;1;vyk;5o907x;;1
So signifikantným OP výkonom;1;vyk;5o9081;;1
So signifikantným OP výkonom;1;vyk;5o9082;;1
So signifikantným OP výkonom;1;vyk;5o9084;;1
So signifikantným OP výkonom;1;vyk;5o908x;;1
So signifikantným OP výkonom;1;vyk;5o9091;;1
So signifikantným OP výkonom;1;vyk;5o9092;;1
So signifikantným OP výkonom;1;vyk;5o9094;;1
So signifikantným OP výkonom;1;vyk;5o909x;;1
So signifikantným OP výkonom;1;vyk;5o90x1;;1
So signifikantným OP výkonom;1;vyk;5o90x2;;1
So signifikantným OP výkonom;1;vyk;5o90x3;;1
So signifikantným OP výkonom;1;vyk;5o90x4;;1
So signifikantným OP výkonom;1;vyk;5o911;;1
So signifikantným OP výkonom;1;vyk;5o912;;1
So signifikantným OP výkonom;1;vyk;5o91x;;1
So signifikantným OP výkonom;1;vyk;5o9201;;1
So signifikantným OP výkonom;1;vyk;5o9202;;1
So signifikantným OP výkonom;1;vyk;5o9203;;1
So signifikantným OP výkonom;1;vyk;5o920x;;1
So signifikantným OP výkonom;1;vyk;5o921;;1
So signifikantným OP výkonom;1;vyk;5o9221;;1
So signifikantným OP výkonom;1;vyk;5o9222;;1
So signifikantným OP výkonom;1;vyk;5o9223;;1
So signifikantným OP výkonom;1;vyk;5o922x;;1
So signifikantným OP výkonom;1;vyk;5o923;;1
So signifikantným OP výkonom;1;vyk;5o92x;;1
So signifikantným OP výkonom;1;vyk;5o9301;;1
So signifikantným OP výkonom;1;vyk;5o9302;;1
So signifikantným OP výkonom;1;vyk;5o9303;;1
So signifikantným OP výkonom;1;vyk;5o930x;;1
So signifikantným OP výkonom;1;vyk;5o9311;;1
So signifikantným OP výkonom;1;vyk;5o9312;;1
So signifikantným OP výkonom;1;vyk;5o931x;;1
So signifikantným OP výkonom;1;vyk;5o9321;;1
So signifikantným OP výkonom;1;vyk;5o932x;;1
So signifikantným OP výkonom;1;vyk;5o93x;;1
So signifikantným OP výkonom;1;vyk;5o9411;;1
So signifikantným OP výkonom;1;vyk;5o9412;;1
So signifikantným OP výkonom;1;vyk;5o9413;;1
So signifikantným OP výkonom;1;vyk;5o9420;;1
So signifikantným OP výkonom;1;vyk;5o9421;;1
So signifikantným OP výkonom;1;vyk;5o94x;;1
So signifikantným OP výkonom;1;vyk;5o9501;;1
So signifikantným OP výkonom;1;vyk;5o9502;;1
So signifikantným OP výkonom;1;vyk;5o951;;1
So signifikantným OP výkonom;1;vyk;5o9521;;1
So signifikantným OP výkonom;1;vyk;5o9522;;1
So signifikantným OP výkonom;1;vyk;5o953;;1
So signifikantným OP výkonom;1;vyk;5o954;;1
So signifikantným OP výkonom;1;vyk;5o955;;1
So signifikantným OP výkonom;1;vyk;5o9561;;1
So signifikantným OP výkonom;1;vyk;5o956x;;1
So signifikantným OP výkonom;1;vyk;5o95a;;1
So signifikantným OP výkonom;1;vyk;5o95b;;1
So signifikantným OP výkonom;1;vyk;5o95c;;1
So signifikantným OP výkonom;1;vyk;5o95d;;1
So signifikantným OP výkonom;1;vyk;5o95x;;1
So signifikantným OP výkonom;1;vyk;5o960;;1
So signifikantným OP výkonom;1;vyk;5o961;;1
So signifikantným OP výkonom;1;vyk;5o962;;1
So signifikantným OP výkonom;1;vyk;5o963;;1
So signifikantným OP výkonom;1;vyk;5o96x;;1
So signifikantným OP výkonom;1;vyk;5o990;;1
So signifikantným OP výkonom;1;vyk;5o99210;;1
So signifikantným OP výkonom;1;vyk;5o99211;;1
So signifikantným OP výkonom;1;vyk;5o99240;;1
So signifikantným OP výkonom;1;vyk;5o99241;;1
So signifikantným OP výkonom;1;vyk;5o99270;;1
So signifikantným OP výkonom;1;vyk;5o99271;;1
So signifikantným OP výkonom;1;vyk;5o99310;;1
So signifikantným OP výkonom;1;vyk;5o99311;;1
So signifikantným OP výkonom;1;vyk;5o99340;;1
So signifikantným OP výkonom;1;vyk;5o99341;;1
So signifikantným OP výkonom;1;vyk;5o99370;;1
So signifikantným OP výkonom;1;vyk;5o99371;;1
So signifikantným OP výkonom;1;vyk;5o99410;;1
So signifikantným OP výkonom;1;vyk;5o99411;;1
So signifikantným OP výkonom;1;vyk;5o99440;;1
So signifikantným OP výkonom;1;vyk;5o99441;;1
So signifikantným OP výkonom;1;vyk;5o99470;;1
So signifikantným OP výkonom;1;vyk;5o99471;;1
So signifikantným OP výkonom;1;vyk;5o9951;;1
So signifikantným OP výkonom;1;vyk;5o9952;;1
So signifikantným OP výkonom;1;vyk;5o9953;;1
So signifikantným OP výkonom;1;vyk;5o9954;;1
So signifikantným OP výkonom;1;vyk;5o9957;;1
So signifikantným OP výkonom;1;vyk;5o995x;;1
So signifikantným OP výkonom;1;vyk;5o99x;;1
So signifikantným OP výkonom;1;vyk;5p111t;;1
So signifikantným OP výkonom;1;vyk;5p111x;;1
So signifikantným OP výkonom;1;vyk;5p112;;1
So signifikantným OP výkonom;1;vyk;5p113;;1
So signifikantným OP výkonom;1;vyk;5p114;;1
So signifikantným OP výkonom;1;vyk;5p115;;1
So signifikantným OP výkonom;1;vyk;5p116;;1
So signifikantným OP výkonom;1;vyk;5p11x;;1
So signifikantným OP výkonom;1;vyk;5p1211;;1
So signifikantným OP výkonom;1;vyk;5p1212;;1
So signifikantným OP výkonom;1;vyk;5p1213;;1
So signifikantným OP výkonom;1;vyk;5p1214;;1
So signifikantným OP výkonom;1;vyk;5p121x;;1
So signifikantným OP výkonom;1;vyk;5p1222;;1
So signifikantným OP výkonom;1;vyk;5p1223;;1
So signifikantným OP výkonom;1;vyk;5p1224;;1
So signifikantným OP výkonom;1;vyk;5p1228;;1
So signifikantným OP výkonom;1;vyk;5p1232;;1
So signifikantným OP výkonom;1;vyk;5p1233;;1
So signifikantným OP výkonom;1;vyk;5p1234;;1
So signifikantným OP výkonom;1;vyk;5p1238;;1
So signifikantným OP výkonom;1;vyk;5p1242;;1
So signifikantným OP výkonom;1;vyk;5p1243;;1
So signifikantným OP výkonom;1;vyk;5p1244;;1
So signifikantným OP výkonom;1;vyk;5p1248;;1
So signifikantným OP výkonom;1;vyk;5p1252;;1
So signifikantným OP výkonom;1;vyk;5p1253;;1
So signifikantným OP výkonom;1;vyk;5p1254;;1
So signifikantným OP výkonom;1;vyk;5p1255;;1
So signifikantným OP výkonom;1;vyk;5p1262;;1
So signifikantným OP výkonom;1;vyk;5p1263;;1
So signifikantným OP výkonom;1;vyk;5p1264;;1
So signifikantným OP výkonom;1;vyk;5p1268;;1
So signifikantným OP výkonom;1;vyk;5p1272;;1
So signifikantným OP výkonom;1;vyk;5p1273;;1
So signifikantným OP výkonom;1;vyk;5p1274;;1
So signifikantným OP výkonom;1;vyk;5p1275;;1
So signifikantným OP výkonom;1;vyk;5p12x;;1
So signifikantným OP výkonom;1;vyk;5p131;;1
So signifikantným OP výkonom;1;vyk;5p132;;1
So signifikantným OP výkonom;1;vyk;5p133;;1
So signifikantným OP výkonom;1;vyk;5p134;;1
So signifikantným OP výkonom;1;vyk;5p135;;1
So signifikantným OP výkonom;1;vyk;5p136;;1
So signifikantným OP výkonom;1;vyk;5p13x;;1
So signifikantným OP výkonom;1;vyk;5p1401;;1
So signifikantným OP výkonom;1;vyk;5p1402;;1
So signifikantným OP výkonom;1;vyk;5p141;;1
So signifikantným OP výkonom;1;vyk;5p142;;1
So signifikantným OP výkonom;1;vyk;5p1431;;1
So signifikantným OP výkonom;1;vyk;5p1432;;1
So signifikantným OP výkonom;1;vyk;5p1433;;1
So signifikantným OP výkonom;1;vyk;5p143x;;1
So signifikantným OP výkonom;1;vyk;5p144;;1
So signifikantným OP výkonom;1;vyk;5p145;;1
So signifikantným OP výkonom;1;vyk;5p146;;1
So signifikantným OP výkonom;1;vyk;5p14x;;1
So signifikantným OP výkonom;1;vyk;5p151;;1
So signifikantným OP výkonom;1;vyk;5p152;;1
So signifikantným OP výkonom;1;vyk;5p153;;1
So signifikantným OP výkonom;1;vyk;5p15x;;1
So signifikantným OP výkonom;1;vyk;5p1901;;1
So signifikantným OP výkonom;1;vyk;5p190t;;1
So signifikantným OP výkonom;1;vyk;5p191;;1
So signifikantným OP výkonom;1;vyk;5p192;;1
So signifikantným OP výkonom;1;vyk;5p193;;1
So signifikantným OP výkonom;1;vyk;5p194;;1
So signifikantným OP výkonom;1;vyk;5p196;;1
So signifikantným OP výkonom;1;vyk;5p197;;1
So signifikantným OP výkonom;1;vyk;5p201;;1
So signifikantným OP výkonom;1;vyk;5p20x;;1
So signifikantným OP výkonom;1;vyk;5p211;;1
So signifikantným OP výkonom;1;vyk;5p212;;1
So signifikantným OP výkonom;1;vyk;5p221;;1
So signifikantným OP výkonom;1;vyk;5p233;;1
So signifikantným OP výkonom;1;vyk;5p241;;1
So signifikantným OP výkonom;1;vyk;5p242;;1
So signifikantným OP výkonom;1;vyk;5p3010;;1
So signifikantným OP výkonom;1;vyk;5p3012;;1
So signifikantným OP výkonom;1;vyk;5p3020;;1
So signifikantným OP výkonom;1;vyk;5p3022;;1
So signifikantným OP výkonom;1;vyk;5p3031;;1
So signifikantným OP výkonom;1;vyk;5p3034;;1
So signifikantným OP výkonom;1;vyk;5p304;;1
So signifikantným OP výkonom;1;vyk;5p3050;;1
So signifikantným OP výkonom;1;vyk;5p3052;;1
So signifikantným OP výkonom;1;vyk;5p306;;1
So signifikantným OP výkonom;1;vyk;5p30x;;1
So signifikantným OP výkonom;1;vyk;5p311;;1
So signifikantným OP výkonom;1;vyk;5p312;;1
So signifikantným OP výkonom;1;vyk;5p31x;;1
So signifikantným OP výkonom;1;vyk;5p3201;;1
So signifikantným OP výkonom;1;vyk;5p3204;;1
So signifikantným OP výkonom;1;vyk;5p3211;;1
So signifikantným OP výkonom;1;vyk;5p3214;;1
So signifikantným OP výkonom;1;vyk;5p32x;;1
So signifikantným OP výkonom;1;vyk;5p351;;1
So signifikantným OP výkonom;1;vyk;5p35x;;1
So signifikantným OP výkonom;1;vyk;5p3910;;1
So signifikantným OP výkonom;1;vyk;5p3911;;1
So signifikantným OP výkonom;1;vyk;5p3914;;1
So signifikantným OP výkonom;1;vyk;5p391x;;1
So signifikantným OP výkonom;1;vyk;5p392;;1
So signifikantným OP výkonom;1;vyk;5p393;;1
So signifikantným OP výkonom;1;vyk;5p394;;1
So signifikantným OP výkonom;1;vyk;5p4012;;1
So signifikantným OP výkonom;1;vyk;5p4020;;1
So signifikantným OP výkonom;1;vyk;5p4021;;1
So signifikantným OP výkonom;1;vyk;5p4023;;1
So signifikantným OP výkonom;1;vyk;5p4024;;1
So signifikantným OP výkonom;1;vyk;5p403;;1
So signifikantným OP výkonom;1;vyk;5p40x;;1
So signifikantným OP výkonom;1;vyk;5p411;;1
So signifikantným OP výkonom;1;vyk;5p412;;1
So signifikantným OP výkonom;1;vyk;5p413;;1
So signifikantným OP výkonom;1;vyk;5p41x;;1
So signifikantným OP výkonom;1;vyk;5p421;;1
So signifikantným OP výkonom;1;vyk;5p422;;1
So signifikantným OP výkonom;1;vyk;5p42x;;1
So signifikantným OP výkonom;1;vyk;5p431;;1
So signifikantným OP výkonom;1;vyk;5p432;;1
So signifikantným OP výkonom;1;vyk;5p461;;1
So signifikantným OP výkonom;1;vyk;5p462;;1
So signifikantným OP výkonom;1;vyk;5p463;;1
So signifikantným OP výkonom;1;vyk;5p464;;1
So signifikantným OP výkonom;1;vyk;5p465;;1
So signifikantným OP výkonom;1;vyk;5p46x;;1
So signifikantným OP výkonom;1;vyk;5p491;;1
So signifikantným OP výkonom;1;vyk;5p492;;1
So signifikantným OP výkonom;1;vyk;5p493;;1
So signifikantným OP výkonom;1;vyk;5p494;;1
So signifikantným OP výkonom;1;vyk;5p49x;;1
So signifikantným OP výkonom;1;vyk;5p5051;;1
So signifikantným OP výkonom;1;vyk;5p5052;;1
So signifikantným OP výkonom;1;vyk;5p511;;1
So signifikantným OP výkonom;1;vyk;5p512;;1
So signifikantným OP výkonom;1;vyk;5p51x;;1
So signifikantným OP výkonom;1;vyk;5p521;;1
So signifikantným OP výkonom;1;vyk;5p522;;1
So signifikantným OP výkonom;1;vyk;5p523;;1
So signifikantným OP výkonom;1;vyk;5p530;;1
So signifikantným OP výkonom;1;vyk;5p531;;1
So signifikantným OP výkonom;1;vyk;5p532;;1
So signifikantným OP výkonom;1;vyk;5p533;;1
So signifikantným OP výkonom;1;vyk;5p534;;1
So signifikantným OP výkonom;1;vyk;5p535;;1
So signifikantným OP výkonom;1;vyk;5p536;;1
So signifikantným OP výkonom;1;vyk;5p537;;1
So signifikantným OP výkonom;1;vyk;5p53x;;1
So signifikantným OP výkonom;1;vyk;5p541;;1
So signifikantným OP výkonom;1;vyk;5p542;;1
So signifikantným OP výkonom;1;vyk;5p5430;;1
So signifikantným OP výkonom;1;vyk;5p5431;;1
So signifikantným OP výkonom;1;vyk;5p5432;;1
So signifikantným OP výkonom;1;vyk;5p5433;;1
So signifikantným OP výkonom;1;vyk;5p543x;;1
So signifikantným OP výkonom;1;vyk;5p54x;;1
So signifikantným OP výkonom;1;vyk;5p551;;1
So signifikantným OP výkonom;1;vyk;5p552;;1
So signifikantným OP výkonom;1;vyk;5p5530;;1
So signifikantným OP výkonom;1;vyk;5p5531;;1
So signifikantným OP výkonom;1;vyk;5p5532;;1
So signifikantným OP výkonom;1;vyk;5p5533;;1
So signifikantným OP výkonom;1;vyk;5p553x;;1
So signifikantným OP výkonom;1;vyk;5p554;;1
So signifikantným OP výkonom;1;vyk;5p555;;1
So signifikantným OP výkonom;1;vyk;5p556;;1
So signifikantným OP výkonom;1;vyk;5p55x;;1
So signifikantným OP výkonom;1;vyk;5p590;;1
So signifikantným OP výkonom;1;vyk;5p591;;1
So signifikantným OP výkonom;1;vyk;5p592;;1
So signifikantným OP výkonom;1;vyk;5p593;;1
So signifikantným OP výkonom;1;vyk;5p594;;1
So signifikantným OP výkonom;1;vyk;5p5951;;1
So signifikantným OP výkonom;1;vyk;5p5952;;1
So signifikantným OP výkonom;1;vyk;5p595x;;1
So signifikantným OP výkonom;1;vyk;5p596;;1
So signifikantným OP výkonom;1;vyk;5p5971;;1
So signifikantným OP výkonom;1;vyk;5p5972;;1
So signifikantným OP výkonom;1;vyk;5p597x;;1
So signifikantným OP výkonom;1;vyk;5p598;;1
So signifikantným OP výkonom;1;vyk;5p599;;1
So signifikantným OP výkonom;1;vyk;5p59x;;1
So signifikantným OP výkonom;1;vyk;5p5a0;;1
So signifikantným OP výkonom;1;vyk;5p5a1;;1
So signifikantným OP výkonom;1;vyk;5q0010;;1
So signifikantným OP výkonom;1;vyk;5q0011;;1
So signifikantným OP výkonom;1;vyk;5q0012;;1
So signifikantným OP výkonom;1;vyk;5q0014;;1
So signifikantným OP výkonom;1;vyk;5q0018;;1
So signifikantným OP výkonom;1;vyk;5q0020;;1
So signifikantným OP výkonom;1;vyk;5q0021;;1
So signifikantným OP výkonom;1;vyk;5q0024;;1
So signifikantným OP výkonom;1;vyk;5q0028;;1
So signifikantným OP výkonom;1;vyk;5q003;;1
So signifikantným OP výkonom;1;vyk;5q0100;;1
So signifikantným OP výkonom;1;vyk;5q0104;;1
So signifikantným OP výkonom;1;vyk;5q0108;;1
So signifikantným OP výkonom;1;vyk;5q0110;;1
So signifikantným OP výkonom;1;vyk;5q0114;;1
So signifikantným OP výkonom;1;vyk;5q0118;;1
So signifikantným OP výkonom;1;vyk;5q0120;;1
So signifikantným OP výkonom;1;vyk;5q0121;;1
So signifikantným OP výkonom;1;vyk;5q0124;;1
So signifikantným OP výkonom;1;vyk;5q0127;;1
So signifikantným OP výkonom;1;vyk;5q0130;;1
So signifikantným OP výkonom;1;vyk;5q0134;;1
So signifikantným OP výkonom;1;vyk;5q0138;;1
So signifikantným OP výkonom;1;vyk;5q0140;;1
So signifikantným OP výkonom;1;vyk;5q0144;;1
So signifikantným OP výkonom;1;vyk;5q0148;;1
So signifikantným OP výkonom;1;vyk;5q0300;;1
So signifikantným OP výkonom;1;vyk;5q0304;;1
So signifikantným OP výkonom;1;vyk;5q0308;;1
So signifikantným OP výkonom;1;vyk;5q0310;;1
So signifikantným OP výkonom;1;vyk;5q0314;;1
So signifikantným OP výkonom;1;vyk;5q0315;;1
So signifikantným OP výkonom;1;vyk;5q0317;;1
So signifikantným OP výkonom;1;vyk;5q0318;;1
So signifikantným OP výkonom;1;vyk;5q0420;;1
So signifikantným OP výkonom;1;vyk;5q0424;;1
So signifikantným OP výkonom;1;vyk;5q0430;;1
So signifikantným OP výkonom;1;vyk;5q0434;;1
So signifikantným OP výkonom;1;vyk;5q0438;;1
So signifikantným OP výkonom;1;vyk;5q0900;;1
So signifikantným OP výkonom;1;vyk;5q0901;;1
So signifikantným OP výkonom;1;vyk;5q0904;;1
So signifikantným OP výkonom;1;vyk;5q0908;;1
So signifikantným OP výkonom;1;vyk;5q1010;;1
So signifikantným OP výkonom;1;vyk;5q1014;;1
So signifikantným OP výkonom;1;vyk;5q1018;;1
So signifikantným OP výkonom;1;vyk;5q1100;;1
So signifikantným OP výkonom;1;vyk;5q1103;;1
So signifikantným OP výkonom;1;vyk;5q1104;;1
So signifikantným OP výkonom;1;vyk;5q1107;;1
So signifikantným OP výkonom;1;vyk;5q1200;;1
